company_name,owner_name,trade_type,location,website_url,overall_rating,feedback_pct,review_count,years_experience,phone,verification_status,services,profile_url,source_platform
MC Oxford Home Security Systems,,Kitchen Fitter,,,,,44,,,,,https://www.mybuilder.com/profile/mc_oxford_home_security_systems,mybuilder
SAB PROPERTY RENOVATION,,Kitchen Fitter,,,,,36,20,,,,https://www.mybuilder.com/profile/sab_property_renovation,mybuilder
Sinani,,Kitchen Fitter,,,,,4,,,,,https://www.mybuilder.com/profile/sinani,mybuilder
Ibuild oxford ltd,,Kitchen Fitter,,,,,2,,,,,https://www.mybuilder.com/profile/ibuild_oxford_ltd,mybuilder
AJBackshall Maintenance & Diy,,Kitchen Fitter,,,,,4,,,,,https://www.mybuilder.com/profile/ajbackshall-maintenance-diy,mybuilder
Nix Carpentry Limited,,Kitchen Fitter,,,,,19,,,,,https://www.mybuilder.com/profile/sn_carpentry,mybuilder
Anthony Dain Furniture,,Kitchen Fitter,"Long Wittenham, just outside",,,,2,14,,,,https://www.mybuilder.com/profile/anthony_dain_furniture,mybuilder
yyy construction solutions,,Kitchen Fitter,,,,,523,,,,,https://www.mybuilder.com/profile/yyy-construction-solutions,mybuilder
Cristian Bunu,,Kitchen Fitter,,,,,125,,,,,https://www.mybuilder.com/profile/cristian_bunu,mybuilder
JJJ Building Solutions,,Kitchen Fitter,,,,,90,,,,,https://www.mybuilder.com/profile/jjjhandymen,mybuilder
DACO,,Kitchen Fitter,,,,100,3,,,,,https://www.mybuilder.com/profile/daco,mybuilder
Coastal Carpentry Ltd,,Kitchen Fitter,,,,,2,,,,,https://www.mybuilder.com/profile/coastal_carpentry_ltd,mybuilder
MBH Plastering LTD,,Kitchen Fitter,,,,,14,,,,,https://www.mybuilder.com/profile/mbh_plastering_ltd,mybuilder
Site Solutions Specialist Contractors Ltd,,Kitchen Fitter,,,,,16,,,,,https://www.mybuilder.com/profile/ca_jenno_carpentry_services,mybuilder
BuildEase Carpentry&Building,,Kitchen Fitter,,,,,9,,,,,https://www.mybuilder.com/profile/lt_carpentryjoinery,mybuilder
solutions unlimited,,Kitchen Fitter,,,,,84,,,,,https://www.mybuilder.com/profile/solutionsunlimited,mybuilder
S B Plastering/Flooring and Property maintenance,,Kitchen Fitter,,,,,39,,,,,https://www.mybuilder.com/profile/s_b_plastering_services,mybuilder
Daniel,,Kitchen Fitter,,,,,50,10,,,,https://www.mybuilder.com/profile/daniel_146,mybuilder
S.M Carpentry Solutions,,Kitchen Fitter,,,,,117,,,,,https://www.mybuilder.com/profile/sam_mckay,mybuilder
MS Build Southern,,Kitchen Fitter,,,,,83,30,,,,https://www.mybuilder.com/profile/ms_build_southern,mybuilder
Georgios Gavriilidis,,Kitchen Fitter,,,,,17,,,,,https://www.mybuilder.com/profile/georgios_gavriilidis,mybuilder
N7 CARPENTRY,,Kitchen Fitter,,,,,21,19,,,,https://www.mybuilder.com/profile/n7_carpentry,mybuilder
Adam Falandysz,,Kitchen Fitter,,,,,1,,,,,https://www.mybuilder.com/profile/adam_falandysz,mybuilder
Coastline carpentry & joinery ltd,,Kitchen Fitter,,,,,2,,,,,https://www.mybuilder.com/profile/coastline_carpentry_joinery_ltd,mybuilder
Flooring and Build by A.Friend Ltd,,Kitchen Fitter,,,,,261,,,,,https://www.mybuilder.com/profile/alanfriend89,mybuilder
DJM Bathrooms,,Kitchen Fitter,,,,,60,,,,,https://www.mybuilder.com/profile/djm-bathrooms-tiling,mybuilder
Nova Carpentry,,Kitchen Fitter,,,,,1,,,,,https://www.mybuilder.com/profile/nova-carpentry,mybuilder
Assured Building & Maintenance Services,,Kitchen Fitter,,,,,27,,,,,https://www.mybuilder.com/profile/c_verhiest,mybuilder
Angelos . Renovations,,Kitchen Fitter,,,,,1,,,,,https://www.mybuilder.com/profile/angelos-renovations,mybuilder
AJD Building,,Kitchen Fitter,,,,,340,,,,,https://www.mybuilder.com/profile/ajdbuilding,mybuilder
Vinnie,,Kitchen Fitter,,,,,115,,,,,https://www.mybuilder.com/profile/vinnie_35,mybuilder
BDW Builders ltd,,Kitchen Fitter,,,,,29,22,,,,https://www.mybuilder.com/profile/bdw_builders_ltd,mybuilder
N.A.M construction ltd,,Kitchen Fitter,"Hampshire, We have over",,,,16,,,,,https://www.mybuilder.com/profile/nam_construction_ltd,mybuilder
K Building and plastering services,,Kitchen Fitter,,,,,3,,,,,https://www.mybuilder.com/profile/k_building_and_plastering_services,mybuilder
A.I. Construction,,Kitchen Fitter,,,,,5,15,,,,https://www.mybuilder.com/profile/a-i-construction,mybuilder
Watson’s kitchens,,Kitchen Fitter,,,,,7,,,,,https://www.mybuilder.com/profile/watsons_kitchens,mybuilder
KADE building,,Kitchen Fitter,,,,,1,,,,,https://www.mybuilder.com/profile/kade_building,mybuilder
