company_name,owner_name,trade_type,location,website_url,overall_rating,feedback_pct,review_count,years_experience,phone,verification_status,services,profile_url,source_platform
Jenpas Solutions Limited,,Cleaner,,,,,,,,,,https://www.mybuilder.com/profile/jenpas-solutions-limited,mybuilder
my guy property maintenance,,Cleaner,,,,,553,,,,,https://www.mybuilder.com/profile/my_guy_property_maintenance,mybuilder
Starry Dreams Ltd,,Cleaner,,,,,22,,,,,https://www.mybuilder.com/profile/starry-dreams-ltd,mybuilder
SM Cleaners and Maintenance services,,Cleaner,,,,,4,,,,,https://www.mybuilder.com/profile/sm-cleaners-and-maintenance-services,mybuilder
Anm ltd,,Cleaner,,,,,12,,,,,https://www.mybuilder.com/profile/anm-ltd,mybuilder
Sergiusz wolczek,,Cleaner,,,,,22,,,,,https://www.mybuilder.com/profile/sergiusz_wolczek,mybuilder
A Hodge,,Cleaner,,,,,2,,,,,https://www.mybuilder.com/profile/a_hodge_15,mybuilder
Pure clean Hants,,Cleaner,,,,,1,,,,,https://www.mybuilder.com/profile/pure-clean-hants,mybuilder
Handy Adrian,,Cleaner,,,,,9,,,,,https://www.mybuilder.com/profile/handy-adrian,mybuilder
S&N Property Maintenance,,Cleaner,,,,,43,,,,,https://www.mybuilder.com/profile/s-n-property-maintenance,mybuilder
BPL Cleaning Services,,Cleaner,,,,,1,20,,,,https://www.mybuilder.com/profile/bpl-cleaning-services,mybuilder
OAKVIEN LTD,,Cleaner,,,,,5,,,,,https://www.mybuilder.com/profile/oakvien-ltd,mybuilder
AquaGlass&Carpets,,Cleaner,,,,,2,,,,,https://www.mybuilder.com/profile/aquaglass-carpets,mybuilder
ALC Property Maintenance,,Cleaner,,,,,9,,,,,https://www.mybuilder.com/profile/alc-property-maintenance,mybuilder
LPS,,Cleaner,,,,,29,,,,,https://www.mybuilder.com/profile/lps-1,mybuilder
Abc solutions,,Cleaner,,,,,40,,,,,https://www.mybuilder.com/profile/abc_solutions,mybuilder
Ldn equestrian sport Ltd,,Cleaner,,,,,,,,,,https://www.mybuilder.com/profile/ldn-equestrian-sport-ltd,mybuilder
MARFEST Cleaning Services Limited,,Cleaner,,,,,3,,,,,https://www.mybuilder.com/profile/marfest-cleaning-services-limited,mybuilder
AJD Building,,Cleaner,,,,,340,,,,,https://www.mybuilder.com/profile/ajdbuilding,mybuilder
vinnie 35,,Cleaner,,,,,5115,,,,,https://www.mybuilder.com/profile/vinnie_35,mybuilder
Solent Site Services,,Cleaner,,,,,2,,,,,https://www.mybuilder.com/profile/solent-site-services,mybuilder
Pooof cleaning,,Cleaner,,,,,4,,,,,https://www.mybuilder.com/profile/pooof-cleaning,mybuilder
Luke the Handyman,,Cleaner,the Portsmouth area,,,,17,,,,,https://www.mybuilder.com/profile/luke-the-handyman,mybuilder
Castle Property Maintenance,,Cleaner,,,,,40,,,,,https://www.mybuilder.com/profile/castle_property_maintenance,mybuilder
Brothers Environmental Solutions LTD,,Cleaner,,,,,1,,,,,https://www.mybuilder.com/profile/brothers-environmental-solutions-ltd,mybuilder
EcoGleam Cleaning Services,,Cleaner,,,,,1,,,,,https://www.mybuilder.com/profile/ecogleam-cleaning-services,mybuilder
S K Cleaning Specialist,,Cleaner,,,,,3,,,,,https://www.mybuilder.com/profile/s-k-cleaning-specialist,mybuilder
Time Rescuer,,Cleaner,,,,,,,,,,https://www.mybuilder.com/profile/time-rescuer,mybuilder
JAF,,Cleaner,,,,,,,,,,https://www.mybuilder.com/profile/jaf,mybuilder
Cameron complete exterior care,,Cleaner,,,,,,,,,,https://www.mybuilder.com/profile/cameron-complete-exterior-care,mybuilder
Sha’s,,Cleaner,,,,,,,,,,https://www.mybuilder.com/profile/sha-s,mybuilder
Nigel Nyoni,,Cleaner,,,,,,,,,,https://www.mybuilder.com/profile/nigel-nyoni,mybuilder
CleanMaids,,Cleaner,,,,,,,,,,https://www.mybuilder.com/profile/cleanmaids,mybuilder
BR window Cleaning,,Cleaner,,,,,9,,,,,https://www.mybuilder.com/profile/br-window-cleaning,mybuilder
BURWOOD SOLUTIONS LTD,,Cleaner,,,,,2,,,,,https://www.mybuilder.com/profile/burwood-solutions-ltd,mybuilder
Vadym Gordiienko,,Cleaner,Guildford,,,,2,,,,,https://www.mybuilder.com/profile/vadym-gordiienko,mybuilder
Barnett’s window cleaning services,,Cleaner,,,,,1,,,,,https://www.mybuilder.com/profile/barnett-s-window-cleaning-services,mybuilder
SRC Services,,Cleaner,,,,,1,,,,,https://www.mybuilder.com/profile/src-services,mybuilder
PTY Concepts Ltd,,Cleaner,,,,,,,,,,https://www.mybuilder.com/profile/fantastic_services_guildford_region,mybuilder
Sregalbrook Services Ltd,,Cleaner,,,,,,,,,,https://www.mybuilder.com/profile/sregalbrook-services-ltd,mybuilder
RAILACO LAU CLEANING,,Cleaner,"Guildford, our service cover",,,,,,,,,https://www.mybuilder.com/profile/railaco-lau-cleaning,mybuilder
One Solution Roofing And Building Ltd,,Cleaner,,,,,132,29,,,,https://www.mybuilder.com/profile/one_solution_roofing_and_building_ltd,mybuilder
IFE STAR CLEANING LIMITED,,Cleaner,,,,,5,,,,,https://www.mybuilder.com/profile/ife-star-cleaning-limited,mybuilder
Always Shine,,Cleaner,,,,,1,5,,,,https://www.mybuilder.com/profile/always-shine,mybuilder
garmans cleaning services,,Cleaner,,,,,,,,,,https://www.mybuilder.com/profile/garmans_cleaning_services,mybuilder
Pure home services ltd,,Cleaner,,,,,,,,,,https://www.mybuilder.com/profile/pure-home-services-ltd,mybuilder
The Tiger Rock Project,,Cleaner,,,,,1,,,,,https://www.mybuilder.com/profile/the_tiger_rock_project,mybuilder
Mnmx,,Cleaner,,,,,,,,,,https://www.mybuilder.com/profile/mnmx,mybuilder
R cleaning company,,Cleaner,,,,,,,,,,https://www.mybuilder.com/profile/r-cleaning-company,mybuilder
Lorenzo Gutter Service,,Cleaner,,,,,1,,,,,https://www.mybuilder.com/profile/lorenzo-gutter-service,mybuilder
Cameron Williams,,Cleaner,,,,,6,,,,,https://www.mybuilder.com/profile/cameron_williams_26,mybuilder
Atanas,,Cleaner,,,,,25,,,,,https://www.mybuilder.com/profile/atanas_29,mybuilder
KSK PLUMBING AND HEATING LTD,,Cleaner,,,,,6,,,,,https://www.mybuilder.com/profile/ksk_plumbing_and_heating_ltd,mybuilder
A&B BUILDING SERVICES,,Cleaner,,,,,18,,,,,https://www.mybuilder.com/profile/abbuildingservices,mybuilder
M&M PERRYS & CO,,Cleaner,,,,,5,,,,,https://www.mybuilder.com/profile/m-m-perrys-co,mybuilder
LJC Cleaning and Property Maintenance,,Cleaner,,,,,2,,,,,https://www.mybuilder.com/profile/ljc-cleaning-and-property-maintenance,mybuilder
Landscaping in Kent,,Cleaner,,,,,653,10,,,,https://www.mybuilder.com/profile/landscaping_in_kent_58,mybuilder
Ld access limited,,Cleaner,"Chatham, Kent",,,,3,,,,,https://www.mybuilder.com/profile/ld-access-limited,mybuilder
T&H Cleaning Services,,Cleaner,,,,,5,,,,,https://www.mybuilder.com/profile/t-h-cleaning-services,mybuilder
Alpha Plumbing,,Cleaner,,,,,28,,,,,https://www.mybuilder.com/profile/alpha-plumbing,mybuilder
Bull Sprint Ltd,,Cleaner,,,,,,,,,,https://www.mybuilder.com/profile/bull-sprint-ltd,mybuilder
High Cleaning Kent,,Cleaner,,,,,,,,,,https://www.mybuilder.com/profile/high-cleaning-kent,mybuilder
Ian Bruce Limited,,Cleaner,,,,,,,,,,https://www.mybuilder.com/profile/ian-bruce-limited,mybuilder
Jones and Perry exterior cleaning,,Cleaner,,,,,,,,,,https://www.mybuilder.com/profile/jones-and-perry-exterior-cleaning,mybuilder
Radiance Cleaning Solutions Ltd,,Cleaner,,,,,,,,,,https://www.mybuilder.com/profile/radiance-cleaning-solutions-ltd,mybuilder
YK GREEN GLOW SERVICE LTD,,Cleaner,,,,,,,,,,https://www.mybuilder.com/profile/yk-green-glow-service-ltd,mybuilder
