company_name,owner_name,trade_type,location,website_url,overall_rating,feedback_pct,review_count,years_experience,phone,verification_status,services,profile_url,source_platform
sjh electrical installations,,Electrician,,,,,514,,,,,https://www.mybuilder.com/profile/sjh-electrical-installations,mybuilder
dtecelectrical,,Electrician,,,,,539,,,,,https://www.mybuilder.com/profile/dtecelectrical,mybuilder
cj electrical 42,,Electrician,,,,,52,,,,,https://www.mybuilder.com/profile/cj_electrical_42,mybuilder
lrblakerselectrical,,Electrician,,,,,542,,,,,https://www.mybuilder.com/profile/lrblakerselectrical,mybuilder
lm electrical solutions,,Electrician,,,,,52,,,,,https://www.mybuilder.com/profile/lm_electrical_solutions,mybuilder
southsea electrical services,,Electrician,,,,,569,,,,,https://www.mybuilder.com/profile/southsea_electrical_services,mybuilder
pmg electrics ltd,,Electrician,,,,,528,,,,,https://www.mybuilder.com/profile/pmg_electrics_ltd,mybuilder
jdm electrical services,,Electrician,,,,,592,,,,,https://www.mybuilder.com/profile/jdm_electrical_services,mybuilder
spk electrical ltd,,Electrician,,,,,513,,,,,https://www.mybuilder.com/profile/spk_electrical_ltd,mybuilder
le electrical,,Electrician,,,,,52,,,,,https://www.mybuilder.com/profile/le-electrical,mybuilder
mbs electrical services ltd,,Electrician,,,,,513,,,,,https://www.mybuilder.com/profile/mbs_electrical_services_ltd,mybuilder
3c evolution,,Electrician,,,,,56,,,,,https://www.mybuilder.com/profile/3c_evolution,mybuilder
t m contractors 1,,Electrician,,,,,514,,,,,https://www.mybuilder.com/profile/t-m-contractors-1,mybuilder
currentflow electrical,,Electrician,,,,,545,,,,,https://www.mybuilder.com/profile/currentflow-electrical,mybuilder
gwp contracting,,Electrician,,,,,558,,,,,https://www.mybuilder.com/profile/gwp_contracting,mybuilder
ioan turcu electrical,,Electrician,,,,,519,,,,,https://www.mybuilder.com/profile/ioan-turcu-electrical,mybuilder
j t ryan electrical,,Electrician,,,,,52,,,,,https://www.mybuilder.com/profile/j_t_ryan_electrical,mybuilder
shales electrical,,Electrician,,,,,51,,,,,https://www.mybuilder.com/profile/shales_electrical,mybuilder
hone electrics,,Electrician,,,,,51,,,,,https://www.mybuilder.com/profile/hone_electrics,mybuilder
pwa electrical ltd,,Electrician,,,,,513,,,,,https://www.mybuilder.com/profile/pwa_electrical_ltd,mybuilder
greenlyte electrical,,Electrician,,,,,5112,,,,,https://www.mybuilder.com/profile/greenlyte_electrical,mybuilder
timrolfe,,Electrician,,,,,516,,,,,https://www.mybuilder.com/profile/timrolfe,mybuilder
a p electrical services limited,,Electrician,,,,,59,,,,,https://www.mybuilder.com/profile/a_p_electrical_services_limited,mybuilder
